TICID,Tmag,RA,Dec,Nsector
199712687,10.63,254.0218,57.7403,13
199712926,11.22,253.9921,58.6599,23
199713273,16.25,254.209,59.9282,16
199713324,11.86,254.2151,59.7235,24
199713440,11.78,254.1198,59.2355,22
199713570,15.02,254.1014,58.8022,20
199713861,10.74,254.1074,57.7428,20
199714004,11.44,254.1421,57.2026,27
199714223,10.33,254.2171,56.3985,16
199714343,11.9,254.1343,55.9464,20
199714345,13.12,254.1327,55.9422,20
199715706,12.19,254.4593,56.6435,22
199715916,11.21,254.4306,57.4973,13
199716041,9.06,254.2824,57.9237,13
199716119,13.94,254.4024,58.19,13
199716287,10.91,254.3181,58.7795,25
199716492,8.09,254.3165,59.5087,28
199716496,10.64,254.391,59.5313,28
202300163,10.33,234.8713,65.6131,13
202300296,14.46,234.8344,64.9411,13
202353099,8.73,236.1993,64.7406,14
202511499,9.87,232.5913,65.3669,13
207402722,7.48,242.6964,59.6748,15
207402795,8.19,242.5295,59.2866,14
207425445,7.72,242.8403,59.4485,14
207431602,8.82,243.6702,59.152,13
207431956,9.44,243.764,59.2558,13
207434579,7.56,243.9774,58.4791,13
207435026,2.99,244.314,59.7552,17
207435197,11.05,244.2691,59.1166,13
207435297,11.93,244.1755,58.6605,14
207441150,9.67,244.9534,58.1805,13
207463542,10.29,245.3406,59.5521,14
207463935,12.87,245.4661,58.786,14
207466546,10.06,245.6842,59.0616,13
207466598,10.72,245.6649,59.3416,13
207466849,10.95,245.9377,59.6059,14
207467034,8.39,245.8367,58.7143,17
207490175,8.95,246.1837,58.2581,15
207491333,8.3,246.3316,57.1015,13
207493152,10.06,246.5422,57.3904,14
207493501,12.59,246.5948,58.7699,14
207493901,11.51,246.8147,59.7221,18
207496306,11.07,246.934,56.7664,13
207496824,10.75,246.9546,58.8398,17
207497114,9.52,246.8844,59.8874,18
207497136,8.67,246.9053,59.9725,18
207500399,9.48,247.5739,59.3462,17
207501873,13.52,247.9974,59.7013,21
207502194,9.44,247.956,58.5247,15
207504489,11.28,248.1605,58.1448,13
207504899,8.77,248.234,59.7855,14
207504919,11.46,248.1027,59.8488,13
219088154,15.18,268.3524,69.1827,15
219088671,8.81,268.6108,67.7474,20
219090146,12.72,268.6698,68.1045,16
219090281,8.01,268.8216,68.5024,23
219090355,9.89,268.674,68.697,24
219090713,9.8,268.8019,69.6757,14
219090984,10.48,268.8707,70.4392,26
219091656,11.2,269.0231,71.4658,22
219091835,15.99,269.0413,70.942,26
219092150,8.62,269.2042,70.0811,22
219092312,9.67,269.0418,69.6142,21
219092860,11.53,269.0569,68.1201,22
219094946,8.4,269.2653,68.8225,25
219095076,10.93,269.3706,69.1564,14
219095664,13.88,269.3143,70.7021,26
219095755,11.03,269.3995,70.9905,17
219095882,13.29,269.2709,71.3699,21
219096061,9.74,269.525,71.9838,22
219096494,10.88,269.7994,70.5936,26
219096858,9.26,269.6023,69.5742,21
219096868,10.34,269.6672,69.5563,22
219097594,8.19,269.7279,67.7935,19
219097728,9.91,269.6179,67.4359,18
219099171,10.29,269.8688,68.3301,21
219099282,15.21,270.0394,68.5974,25
219099369,8.66,269.8715,68.8441,21
219099564,9.12,269.8807,69.322,22
219099903,11.04,270.1228,70.3151,13
219100066,10.97,270.1158,70.7778,23
219100157,9.86,269.9683,71.0891,26
219100171,11.98,269.8469,71.1133,22
219100178,10.31,270.0002,71.1268,23
219100358,11.27,269.8722,71.6937,13
219100626,9.6,270.3166,71.2131,23
219100714,13.47,270.2464,70.9403,19
219100883,10.76,270.2151,70.4159,18
219101208,10.2,270.1731,69.565,19
219101431,10.23,270.1557,69.0027,26
219104063,8.88,270.7279,69.6546,26
219104773,10.11,270.5384,71.8418,23
219104847,10.98,270.8939,71.7885,19
219104885,12.69,270.7996,71.6727,23
219104971,8.1,270.9743,71.4,29
219104977,10.69,270.8361,71.3909,19
219105073,9.03,271.0359,71.1308,23
219105238,10.53,271.0221,70.632,13
219105733,13.51,270.9661,69.2168,21
219106078,11.94,270.8935,68.2567,20
219106366,10.02,270.8558,67.5274,16
219107776,13.93,271.0599,67.9035,23
219107930,10.22,271.3431,68.3317,19
219108160,8.08,271.2077,69.0131,23
219108187,11.11,271.2292,69.066,16
219108771,14.19,271.163,70.7045,18
219108912,14.74,271.1228,71.1259,21
219108986,9.28,271.1612,71.3382,24
219109297,9.75,271.5765,71.6559,28
219109580,11.62,271.5667,70.7798,22
219109618,8.19,271.6281,70.6569,26
219109815,14.48,271.4793,70.0031,18
219109908,10.23,271.3763,69.7542,27
219110155,10.35,271.4895,69.1395,21
219112216,8.5,271.6913,67.8445,20
219112414,11.15,271.6823,68.3682,23
219112487,9.32,271.8788,68.5619,22
219112871,14.33,271.8565,69.5214,18
219112937,11.85,271.8052,69.669,21
219113011,14.4,271.7112,69.8245,21
219113246,10.82,271.7595,70.4728,14
219113304,11.15,271.6646,70.6195,17
219113415,13.5,271.8993,70.9369,15
219113615,10.68,271.8389,71.5149,13
219113617,9.3,271.7899,71.5172,13
219114041,9.28,272.0666,71.0579,22
219114107,13.91,272.2115,70.894,17
219114132,11.18,272.1644,70.8203,13
219115017,9.95,272.065,68.4782,20
219116889,7.77,272.5059,67.7814,21
219117614,7.77,272.4808,69.6816,25
219117956,13.83,272.5275,70.6277,22
219118336,13.42,272.4884,71.707,18
219144928,8.85,88.5464,-53.7059,17
219145177,8.75,89.5201,-53.5324,19
219150008,7.84,89.7246,-53.8013,16
219150432,12.32,89.877,-52.6423,17
219154261,11.16,89.8896,-52.4171,17
219155952,5.49,90.2046,-51.2157,13
219161221,13.27,90.471,-51.4311,14
219164846,8.48,90.7206,-52.1776,16
219170912,7.84,91.0498,-52.8936,15
219171290,8.85,90.9847,-53.7687,14
219171711,8.53,91.2615,-53.213,13
219175972,12.83,91.4099,-51.6793,13
219176544,11.54,91.3557,-52.9156,18
219176630,8.22,91.4205,-53.1329,17
219182762,8.77,91.8291,-53.8339,15
219183080,7.66,92.0565,-53.2823,20
219194201,7.48,92.2024,-52.1353,15
219194615,15.92,92.1809,-53.0248,20
219195015,8.45,92.3745,-53.8894,22
219195044,11.54,92.3928,-53.8227,20
219196118,6.92,92.3653,-51.3892,14
219200215,8.05,92.5076,-52.7993,17
219201178,10.82,92.7234,-52.8964,18
219205475,8.3,92.9595,-51.5975,14
219206220,10.35,92.9534,-53.1502,13
219206484,10.53,92.8115,-53.7711,16
219212899,10.64,93.3977,-53.3924,19
219369255,11.94,75.8628,-53.8877,14
219389540,10.21,77.0287,-53.271,13
219393398,8.25,77.5339,-53.521,13
219411132,8.42,79.1395,-53.3231,15
219428571,12.25,254.5138,64.6089,28
219428871,11.2,254.4604,63.2506,17
219429062,9.04,254.6597,62.5179,25
219429236,9.52,254.6029,61.8868,21
219429281,12.62,254.4325,61.6976,22
219429730,14.23,254.5904,60.1055,22
219429741,10.79,254.5033,60.0859,18
219730823,5.78,229.3439,74.0453,13
219731017,12.94,229.5107,73.027,13
219731552,10.55,229.7225,73.1541,13
219733024,12.78,229.9644,74.9345,14
219733709,14.2,230.5393,72.386,13
219733793,8.35,230.6453,72.9046,15
219734093,10.11,230.6028,74.6355,14
219737629,11.58,241.771,65.4251,23
219737858,9.91,241.6676,64.4298,13
219737890,8.13,241.6465,64.2955,26
219738202,10.45,241.5722,62.7629,21
219738210,8.29,241.7868,62.7219,17
219738214,14.77,241.8026,62.7098,13
219738733,11.96,241.7831,60.604,14
219739093,8.97,241.9224,60.7785,15
219739171,10.03,241.8862,61.0987,14
219739288,9.5,242.0425,61.6332,16
219739405,5.42,242.0294,62.235,20
219739642,12.26,242.0489,63.4039,20
219739795,11.45,241.9512,64.1243,24
219739808,8.25,242.0362,64.2391,15
219739842,10.82,242.0107,64.3954,24
219739930,11.93,241.8946,64.7945,24
219740029,13.16,242.0053,65.2754,23
219740128,10.01,241.8646,65.7836,23
219740926,8.12,242.1521,62.4855,22
219741102,11.6,242.219,61.6116,16
219742132,11.21,242.4128,62.5894,19
219742721,11.79,242.4877,65.1363,24
219742837,10.71,242.4382,65.6016,23
219742885,8.6,242.4153,65.8277,28
219742917,8.59,242.7274,65.8984,13
219743183,10.31,242.6174,64.5122,22
219750509,9.49,261.1623,64.6814,26
219750618,9.78,261.2108,64.2558,21
219750638,9.95,261.1125,64.2067,25
219750688,9.93,261.1807,64.0185,22
219750901,8.06,260.998,63.322,26
219750936,10.39,261.01,63.2227,23
219751163,10.05,261.1167,62.4305,21
219751195,10.77,261.0771,62.3506,18
219751333,11.1,261.2132,61.8931,17
219751364,10.99,261.1682,61.7971,27
219751469,8.23,261.1998,61.4236,17
219751805,12.34,261.1057,60.2992,21
219751969,5.64,261.4222,60.0485,26
219752252,10.51,261.4341,60.815,19
219753239,9.93,261.3737,63.873,13
219753310,8.69,261.2607,64.0836,25
219753908,9.91,261.5358,65.7911,22
219754475,11.57,261.6643,63.9222,23
219754975,8.77,261.5728,62.3645,22
219755088,8.65,261.6137,61.9983,22
219755102,12.5,261.4792,61.9535,22
219755365,11.8,261.5182,61.1213,27
219755425,11.24,261.7002,60.9499,17
219755548,8.2,261.516,60.5753,22
219755588,8.97,261.4967,60.4522,21
219755626,13.38,261.6008,60.3321,25
219756138,10.18,261.8313,60.938,20
219756354,11.44,261.8664,61.5408,27
219756421,14.13,261.795,61.7578,28
219756788,11.01,261.8113,63.0078,21
219757125,12.77,261.8474,64.1417,25
219757178,9.72,261.8905,64.3009,22
219757430,8.08,261.9335,65.0986,25
219757469,10.66,261.7191,65.2255,21
219758120,11.62,261.9486,64.4898,21
219758529,10.28,261.9477,63.1648,22
219758536,11.62,262.12,63.1374,16
219759200,9.22,262.0802,61.0317,19
219759451,12.04,262.0982,60.3239,23
219759595,9.38,262.3043,59.9221,13
219759861,10.49,262.2441,60.7334,22
219760137,15.39,262.288,61.5252,26
219760163,11.48,262.3477,61.5912,15
219760573,11.44,262.1928,62.8327,26
219760880,7.8,262.3191,63.8681,20
219761084,10.47,262.3032,64.4267,22
219761134,8.67,262.2492,64.5806,21
219761293,9.37,262.2923,65.0716,20
219761348,15.13,262.2662,65.2702,16
219761807,11.8,262.4669,65.1616,20
219761825,8.39,262.5106,65.1136,24
219762107,11.18,262.6723,64.2573,15
219762225,10.77,262.525,63.908,13
219762237,7.13,262.4352,63.8517,26
219762379,10.11,262.5291,63.5085,20
219762465,11.53,262.5799,63.2356,16
219762508,12.97,262.6053,63.123,18
219762611,16.14,262.5348,62.7985,27
219762620,9.59,262.5375,62.7846,26
219762708,13.53,262.5722,62.4901,20
219763205,10.96,262.5829,61.002,26
219763651,10.77,262.8625,60.145,13
219765170,10.48,262.886,64.5774,21
219765652,9.33,263.004,65.7712,24
219765758,9.51,263.0303,65.4421,20
219766122,8.81,263.0596,64.2765,13
219766348,14.97,262.9492,63.6039,20
219771660,10.99,262.9805,62.5457,27
219771690,12.81,263.1376,62.4854,27
219771875,8.15,263.0819,61.9493,25
219772057,10.39,263.0868,61.4967,22
219772712,10.41,263.2171,60.1385,23
219772714,9.46,263.2324,60.1437,23
219773017,9.72,263.1652,60.9287,24
219773223,14.08,263.2283,61.5614,22
219773482,10.25,263.1804,62.164,17
219773818,13.11,263.311,63.2078,27
219773853,14.18,263.1704,63.3131,27
219773961,10.58,263.1648,63.6745,25
219774920,8.12,263.622,65.2613,22
219775481,12.97,263.5972,63.557,27
219775505,11.39,263.62,63.4915,17
219775509,10.8,263.5131,63.484,17
219775888,8.87,263.528,62.3621,13
219776325,10.37,263.5434,61.1215,28
219776326,11.18,263.4861,61.1213,17
219776351,9.87,263.5634,61.0396,13
219776641,11.82,263.4583,60.2688,24
219776694,6.78,263.5388,60.0887,28
219776784,10.63,263.7739,59.943,25
219776974,9.94,263.8238,60.4564,16
219777008,9.93,263.7725,60.5493,29
219777076,10.78,263.8435,60.7193,13
219777120,10.47,263.7299,60.8203,24
219777216,10.84,263.6842,61.077,13
219777235,10.17,263.6757,61.1222,24
219777306,9.1,263.8148,61.3403,20
219777401,12.5,263.8232,61.6114,14
219777482,4.6,263.7512,61.872,27
219777669,5.91,263.794,62.4617,26
219778329,8.15,263.8521,64.38,26
219778464,11.43,263.7099,64.8026,22
219778840,11.4,263.8076,65.9098,21
219779130,9.97,264.0615,65.0416,13
219779220,10.4,263.9238,64.7551,24
219779375,9.5,264.1296,64.2794,21
219779380,10.54,263.9395,64.2658,19
219779729,13.2,263.9353,63.3374,16
219780306,8.17,263.8967,61.6788,27
219780464,11.65,264.0546,61.2325,18
219780528,15.78,264.0354,61.0415,29
219780871,9.06,263.9322,59.9948,27
219785632,10.23,264.2985,60.2477,23
219785744,10.45,264.2196,60.5143,18
219785789,8.61,264.3036,60.6333,26
219785826,10.85,264.3264,60.7296,19
219785890,9.68,264.2819,60.9169,23
219786001,11.02,264.1527,61.1898,13
219786184,9.43,264.1883,61.6906,17
219786609,12.02,264.3216,62.937,21
219787696,8.87,264.5618,65.4076,17
219787707,12.2,264.6036,65.3655,20
219787770,12.25,264.5209,65.157,25
219788401,11.12,264.5059,63.2388,16
219788712,8.9,264.5331,62.413,20
219788862,7.87,264.4285,61.9539,13
219789227,10.73,264.4276,60.9964,23
219789588,8.33,264.5398,60.0104,27
219789966,17.07,264.7573,60.7262,15
219790149,11.97,264.6703,61.2334,27
219790151,8.9,264.665,61.238,27
219790345,9.74,264.8297,61.7065,20
219790615,10.99,264.7515,62.3466,13
219790753,10.85,264.7118,62.7747,19
219790942,11.24,264.7328,63.2823,13
219790978,11.15,264.7779,63.3887,21
219791033,11.01,264.639,63.5403,20
219791066,9.28,264.6447,63.6254,23
219791415,10.89,264.7695,64.7074,13
219791669,13.13,264.6417,65.4388,16
219791988,8.88,264.9567,65.4704,23
219792161,7.55,264.9818,65.0022,24
219792306,7.75,264.9209,64.5359,24
219792330,9.61,265.0937,64.4663,21
219792610,7.12,265.0752,63.6763,25
219793006,11.47,265.0728,62.5649,15
219793020,13.06,264.9407,62.5146,23
219793117,9.8,264.8673,62.2285,13
219794009,10.15,265.1204,60.0741,16
219794415,8.07,265.2338,61.0663,25
219795029,14.27,265.2224,62.7112,27
219795050,10.54,265.3166,62.786,13
219795086,10.74,265.3326,62.8775,21
219795119,13.59,265.1767,62.9473,21
219795383,8.22,265.2738,63.6448,24
219796429,11.28,265.5282,65.2421,21
219797791,9.44,265.5018,61.4795,24
219797808,10.88,265.4835,61.4452,19
219797811,13.76,265.518,61.4381,21
219798074,14.72,265.5886,60.6766,22
219798137,11.06,265.4388,60.524,13
219798168,10.33,265.4964,60.4539,23
219798240,13.37,265.4756,60.3028,23
219798506,10.2,265.736,60.1704,13
219798536,10.89,265.6088,60.2478,13
219798620,9.61,265.7104,60.4677,23
219798745,9.35,265.7671,60.7799,27
219799330,9.1,265.6814,62.1761,24
219800321,10.31,265.6454,64.819,21
219800534,9.87,265.7768,65.4777,23
219801618,9.94,266.0198,63.3765,22
219802448,13.73,265.9031,61.0836,21
219802774,8.46,265.9297,60.2765,25
219802852,11.53,265.9326,60.063,22
219803073,7.87,266.1906,60.3137,26
219803078,13.71,266.2378,60.3249,22
219804078,9.9,266.0785,62.9616,26
219804982,9.01,266.2024,65.4776,19
219805525,9.85,266.3799,64.7196,21
219805568,8.52,266.3643,64.585,20
219805839,10.47,266.5203,63.7069,24
219806194,11.29,266.418,62.763,22
219806384,9.43,266.3714,62.233,22
219806427,13.62,266.495,62.1043,21
219807052,11.92,266.5483,60.4075,28
219807548,11.08,266.7361,60.7195,17
219807735,9.86,266.6171,61.1963,27
219807827,12.54,266.5639,61.4212,22
219808072,10.5,266.7648,62.1107,22
219808183,13.38,266.6027,62.4193,22
219808422,11.92,266.6799,63.1017,22
219808895,11.02,266.6627,64.4032,25
219809022,12.33,266.5847,64.7852,19
219810107,9.6,266.8085,64.1363,25
219810111,13.66,266.9693,64.1245,20
219810122,9.08,266.9791,64.0983,17
219810383,12.55,267.0102,63.338,22
219811064,9.9,266.9853,61.5061,27
219811092,8.66,266.941,61.4497,24
219811619,10.52,266.8706,60.1701,22
219812327,11.92,267.1639,61.438,21
219812363,10.45,267.2749,61.546,21
219812867,6.32,267.2653,62.7992,27
219812966,8.26,267.2754,63.0499,25
219813035,12.28,267.1168,63.269,22
219813337,11.62,267.237,64.1028,22
219814166,8.22,267.3475,65.473,19
219814440,9.92,267.2958,64.7014,23
219814545,10.26,267.3681,64.3908,18
219815061,10.41,267.3674,63.0234,13
219815120,11.49,267.493,62.8558,16
219815508,12.19,267.3164,61.8601,19
219815833,10.94,267.3932,60.9672,22
219816151,10.36,267.4767,60.1142,23
219816797,13.29,267.6143,61.2524,22
219817223,10.47,267.7625,62.3664,20
219817268,11.95,267.7778,62.4964,22
219817433,10.37,267.6073,62.9599,21
219818112,13.78,267.6778,64.8219,16
219818315,12.24,267.6184,65.3713,17
219818889,9.59,267.9299,64.9331,19
219819314,12.01,268.0074,63.6518,21
219819462,8.78,267.8879,63.2029,21
219819539,13.65,267.9223,63.0023,17
219819747,10.83,268.0195,62.4095,22
219820410,11.66,267.9507,60.8046,16
219820991,9.75,268.1687,60.5037,27
219821233,11.03,268.2159,61.1718,17
219821435,10.69,268.1988,61.7286,19
219821654,8.07,268.1236,62.3244,24
219821826,12.22,268.0296,62.7909,14
219822384,8.95,268.0721,64.2376,24
219822564,9.5,268.0493,64.7671,24
219844480,8.48,255.1476,70.028,20
219844588,14.22,255.1562,69.6155,20
219844703,11.31,255.1169,69.1464,13
219844898,12.82,254.9996,68.3926,23
219845007,10.19,255.1188,67.872,23
219845310,8.91,255.0304,66.5953,26
219845585,12.67,255.32,66.2902,20
219845915,10.19,255.2688,67.5546,23
219845970,9.92,255.2995,67.7595,23
219846064,9.97,255.2543,68.0853,27
219846107,14.36,255.2458,68.2382,23
219846123,13.26,255.4992,68.3081,22
219846230,10.7,255.2769,68.6776,17
219846307,9.4,255.4591,69.0173,28
219846750,8.25,255.428,70.8387,23
219847058,11.03,255.8093,71.8421,13
219847563,13.41,255.7622,69.9877,21
219847885,11.7,255.7564,68.7715,13
219848145,8.61,255.6658,67.8545,22
219848613,8.84,255.5796,66.3193,13
219848819,9.06,255.8574,66.1642,22
219849631,11.0,255.9569,69.0705,15
219849662,10.13,256.0152,69.2245,23
219849815,7.44,255.9102,69.7986,27
219849947,7.88,256.0791,70.304,26
219850194,11.52,256.0073,71.4384,22
219850460,9.75,256.405,71.3676,21
219850511,13.25,256.3157,71.1752,18
219850734,11.9,256.2221,70.2285,23
219850814,10.25,256.3394,69.9299,22
219850833,10.34,256.3468,69.8474,22
219850881,10.39,256.3132,69.6748,21
219850915,11.02,256.2794,69.519,26
219851336,9.11,256.3165,68.0925,22
219851943,14.33,256.3043,66.127,14
219852286,8.39,256.4598,66.8363,22
219852584,10.8,256.6722,67.8715,19
219852735,10.71,256.6778,68.4399,23
219852868,9.73,256.6326,68.8109,24
219852882,10.73,256.6226,68.8434,28
219852884,10.85,256.6023,68.8509,14
219852891,13.49,256.6894,68.8825,22
219852964,8.93,256.6355,69.1099,14
219852971,11.98,256.523,69.1233,23
219853206,9.51,256.7194,69.9966,29
219853425,8.4,256.4881,70.7862,21
219854185,10.8,256.7705,70.2385,18
219854519,10.55,256.86,68.8656,15
219854858,9.51,256.8141,67.6399,28
219854909,9.65,256.892,67.4999,22
219855010,13.27,256.7683,67.1617,26
219855064,13.87,256.9367,66.9611,21
219855366,13.69,257.2179,65.9761,22
219855370,9.98,257.2037,66.0035,22
219855548,8.03,257.233,66.6243,28
219855821,8.94,257.2262,67.5276,13
219856119,12.01,257.2161,68.5973,23
219856241,7.95,257.2577,69.1043,25
219856298,9.9,257.2946,69.3389,26
219856738,9.55,257.1374,71.0076,26
219856821,9.6,257.1074,71.3143,28
219857012,8.29,257.329,71.8767,26
219857398,12.88,257.5578,70.2608,16
219857565,11.24,257.4176,69.7531,17
219857791,13.38,257.6028,68.9303,23
219857804,9.97,257.5118,68.8839,13
219857919,13.65,257.3853,68.4598,17
219857965,10.28,257.4662,68.3353,23
219858043,10.41,257.5178,68.0465,14
219858309,10.71,257.4613,67.1561,16
219858369,10.42,257.3591,66.9685,22
219858727,10.15,257.6565,66.1193,23
219859088,10.66,257.6663,67.4203,20
219859253,12.78,257.9072,67.9517,23
219859461,9.29,257.6519,68.6815,13
219859629,13.19,257.6237,69.3243,21
219859634,8.27,257.9116,69.3352,26
219859691,9.05,257.819,69.5032,27
219859796,9.82,257.6434,69.833,23
219860013,9.3,257.772,70.7646,24
219860288,12.43,257.7476,71.8724,26
219860549,8.81,258.1438,71.1291,23
219860712,11.04,258.222,70.5342,16
219860722,11.78,257.9508,70.4896,21
219860795,10.96,258.0421,70.1699,14
219861041,7.8,258.1247,69.3036,26
219861429,10.04,258.1442,68.0339,23
219861470,10.31,258.0799,67.9109,23
219861551,8.03,258.16,67.6223,27
219862158,9.22,258.4719,66.0835,26
219863063,10.77,258.4842,68.9124,19
219863212,13.5,258.2745,69.5219,27
219863451,9.64,258.3423,70.4112,26
219863672,10.7,258.3333,71.289,13
219863898,11.4,258.7941,71.7377,23
219863949,13.43,258.7702,71.5642,21
219864415,11.07,258.7805,69.8895,15
219864555,9.65,258.6919,69.4545,27
219865181,11.83,258.6426,67.3799,19
219865258,11.05,258.5313,67.1972,16
219865365,11.62,258.7671,66.8814,27
219865662,12.76,258.7391,65.9935,27
219865888,9.74,258.9785,66.6042,27
219865895,8.27,258.9537,66.6305,13
219866209,13.42,259.0986,67.5666,13
219866257,11.3,258.9257,67.7239,14
219867344,9.85,258.9579,71.5073,13
219867444,5.9,259.055,71.7923,28
219867604,8.72,259.1565,71.6018,13
219867620,9.84,259.3935,71.5397,19
219868114,12.16,259.1305,69.6632,21
219868206,9.2,259.3968,69.3269,25
219868662,11.96,259.2436,67.8472,27
219868884,9.89,259.2736,67.1381,21
219869064,11.95,259.208,66.6341,28
219869214,11.61,259.4147,66.2233,27
219869487,11.11,259.5315,66.5382,18
219869754,10.16,259.6147,67.4074,23
219869910,10.94,259.5504,67.887,18
219869957,14.05,259.5983,68.0409,28
219869966,10.04,259.5123,68.0678,28
219869988,9.0,259.5185,68.1266,21
219870248,8.11,259.686,68.9452,26
219870537,9.9,259.6664,69.8475,20
219871089,10.65,259.5398,71.771,13
219871829,11.22,259.9823,69.4978,21
219872017,7.46,259.744,68.878,26
219872288,13.87,259.8618,67.916,28
219872479,5.73,259.8319,67.2822,26
219872979,10.89,260.2322,66.1196,27
219873138,5.97,260.2362,66.563,28
219873323,9.38,260.11,67.0616,21
219873515,11.81,260.254,67.5825,22
219873666,12.37,260.2859,68.0822,21
219874164,10.17,260.1106,69.8185,18
219874385,10.05,260.2721,70.5764,21
219874540,11.58,260.2498,71.0496,13
